id,obs,peakid,peakobs,peakno,country,place,dateorig,n,startyear,endyear,type,interval,calendar,sourcetype,values,lat,lon,population,complete,source
9,691,149,105,3,Algeria,Algiers,1819-05-12,16,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,692,149,106,3,Algeria,Algiers,1819-05-13,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,693,149,107,3,Algeria,Algiers,1819-05-14,16,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,694,149,108,3,Algeria,Algiers,1819-05-15,37,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,695,149,109,3,Algeria,Algiers,1819-05-16,29,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,696,149,110,3,Algeria,Algiers,1819-05-17,18,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,697,149,111,3,Algeria,Algiers,1819-05-18,22,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,698,149,112,3,Algeria,Algiers,1819-05-19,26,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,699,149,113,3,Algeria,Algiers,1819-05-20,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,700,149,114,3,Algeria,Algiers,1819-05-21,22,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,701,149,115,3,Algeria,Algiers,1819-05-22,18,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,702,149,116,3,Algeria,Algiers,1819-05-23,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,703,149,117,3,Algeria,Algiers,1819-05-24,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,704,149,118,3,Algeria,Algiers,1819-05-25,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,705,149,119,3,Algeria,Algiers,1819-05-26,22,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,706,149,120,3,Algeria,Algiers,1819-05-27,22,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,707,149,121,3,Algeria,Algiers,1819-05-28,19,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,708,149,122,3,Algeria,Algiers,1819-05-29,18,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,709,149,123,3,Algeria,Algiers,1819-05-30,20,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,710,149,124,3,Algeria,Algiers,1819-05-31,18,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,711,149,125,3,Algeria,Algiers,1819-06-01,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,712,149,126,3,Algeria,Algiers,1819-06-02,19,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,713,149,127,3,Algeria,Algiers,1819-06-03,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,714,149,128,3,Algeria,Algiers,1819-06-04,25,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,715,149,129,3,Algeria,Algiers,1819-06-05,18,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,716,149,130,3,Algeria,Algiers,1819-06-06,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,717,149,131,3,Algeria,Algiers,1819-06-07,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,718,149,132,3,Algeria,Algiers,1819-06-08,29,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,719,149,133,3,Algeria,Algiers,1819-06-09,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,720,149,134,3,Algeria,Algiers,1819-06-10,25,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,721,149,135,3,Algeria,Algiers,1819-06-11,27,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,722,149,136,3,Algeria,Algiers,1819-06-12,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,723,149,137,3,Algeria,Algiers,1819-06-13,,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,724,149,138,3,Algeria,Algiers,1819-06-14,25,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,725,149,139,3,Algeria,Algiers,1819-06-15,20,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,726,149,140,3,Algeria,Algiers,1819-06-16,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,727,149,141,3,Algeria,Algiers,1819-06-17,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,728,149,142,3,Algeria,Algiers,1819-06-18,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,729,149,143,3,Algeria,Algiers,1819-06-19,30,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,730,149,144,3,Algeria,Algiers,1819-06-20,27,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,731,149,145,3,Algeria,Algiers,1819-06-21,34,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,732,149,146,3,Algeria,Algiers,1819-06-22,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,733,149,147,3,Algeria,Algiers,1819-06-23,19,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,734,149,148,3,Algeria,Algiers,1819-06-24,29,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,735,149,149,3,Algeria,Algiers,1819-06-25,24,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,736,149,150,3,Algeria,Algiers,1819-06-26,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,737,149,151,3,Algeria,Algiers,1819-06-27,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,738,149,152,3,Algeria,Algiers,1819-06-28,17,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,739,149,153,3,Algeria,Algiers,1819-06-29,14,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,740,149,154,3,Algeria,Algiers,1819-06-30,12,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,741,149,155,3,Algeria,Algiers,1819-07-01,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,742,149,156,3,Algeria,Algiers,1819-07-02,17,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,743,149,157,3,Algeria,Algiers,1819-07-03,19,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,744,149,158,3,Algeria,Algiers,1819-07-04,33,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,745,149,159,3,Algeria,Algiers,1819-07-05,13,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,746,149,160,3,Algeria,Algiers,1819-07-06,15,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,747,149,161,3,Algeria,Algiers,1819-07-07,16,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,748,149,162,3,Algeria,Algiers,1819-07-08,23,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,749,149,163,3,Algeria,Algiers,1819-07-09,25,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,750,149,164,3,Algeria,Algiers,1819-07-10,17,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,751,149,165,3,Algeria,Algiers,1819-07-11,51,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,752,149,166,3,Algeria,Algiers,1819-07-12,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,753,149,167,3,Algeria,Algiers,1819-07-13,19,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,754,149,168,3,Algeria,Algiers,1819-07-14,17,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,755,149,169,3,Algeria,Algiers,1819-07-15,15,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,756,149,170,3,Algeria,Algiers,1819-07-16,21,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,757,149,171,3,Algeria,Algiers,1819-07-17,16,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,758,149,172,3,Algeria,Algiers,1819-07-18,11,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,759,149,173,3,Algeria,Algiers,1819-07-19,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,760,149,174,3,Algeria,Algiers,1819-07-20,8,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,761,149,175,3,Algeria,Algiers,1819-07-21,15,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,762,149,176,3,Algeria,Algiers,1819-07-22,11,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,763,149,177,3,Algeria,Algiers,1819-07-23,10,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,764,149,178,3,Algeria,Algiers,1819-07-24,11,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,765,149,179,3,Algeria,Algiers,1819-07-25,14,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,766,149,180,3,Algeria,Algiers,1819-07-26,8,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,767,149,181,3,Algeria,Algiers,1819-07-27,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,768,149,182,3,Algeria,Algiers,1819-07-28,6,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,769,149,183,3,Algeria,Algiers,1819-07-29,7,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,770,149,184,3,Algeria,Algiers,1819-07-30,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,771,149,185,3,Algeria,Algiers,1819-07-31,,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,772,149,186,3,Algeria,Algiers,1819-08-01,6,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,773,149,187,3,Algeria,Algiers,1819-08-02,14,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,774,149,188,3,Algeria,Algiers,1819-08-03,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,775,149,189,3,Algeria,Algiers,1819-08-04,6,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,776,149,190,3,Algeria,Algiers,1819-08-05,9,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,777,149,191,3,Algeria,Algiers,1819-08-06,7,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,778,149,192,3,Algeria,Algiers,1819-08-07,6,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,779,149,193,3,Algeria,Algiers,1819-08-08,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,780,149,194,3,Algeria,Algiers,1819-08-09,8,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,781,149,195,3,Algeria,Algiers,1819-08-10,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,782,149,196,3,Algeria,Algiers,1819-08-11,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,783,149,197,3,Algeria,Algiers,1819-08-12,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,784,149,198,3,Algeria,Algiers,1819-08-13,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,785,149,199,3,Algeria,Algiers,1819-08-14,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,786,149,200,3,Algeria,Algiers,1819-08-15,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,787,149,201,3,Algeria,Algiers,1819-08-16,2,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,788,149,202,3,Algeria,Algiers,1819-08-17,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,789,149,203,3,Algeria,Algiers,1819-08-18,2,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,790,149,204,3,Algeria,Algiers,1819-08-19,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,791,149,205,3,Algeria,Algiers,1819-08-20,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,792,149,206,3,Algeria,Algiers,1819-08-21,2,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,793,149,207,3,Algeria,Algiers,1819-08-22,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,794,149,208,3,Algeria,Algiers,1819-08-23,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,795,149,209,3,Algeria,Algiers,1819-08-24,2,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,796,149,210,3,Algeria,Algiers,1819-08-25,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,797,149,211,3,Algeria,Algiers,1819-08-26,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,798,149,212,3,Algeria,Algiers,1819-08-27,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,799,149,213,3,Algeria,Algiers,1819-08-28,2,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,800,149,214,3,Algeria,Algiers,1819-08-29,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,801,149,215,3,Algeria,Algiers,1819-08-30,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,802,149,216,3,Algeria,Algiers,1819-08-31,4,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,803,149,217,3,Algeria,Algiers,1819-09-01,3,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
9,804,149,218,3,Algeria,Algiers,1819-09-02,5,1817,1819,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,1,2,1,1,Algeria,Algiers,1821-06-12,1,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,2,2,2,1,Algeria,Algiers,1821-06-13,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,3,2,3,1,Algeria,Algiers,1821-06-14,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,4,2,4,1,Algeria,Algiers,1821-06-15,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,5,2,5,1,Algeria,Algiers,1821-06-16,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,6,2,6,1,Algeria,Algiers,1821-06-17,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,7,2,7,1,Algeria,Algiers,1821-06-18,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,8,2,8,1,Algeria,Algiers,1821-06-19,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,9,2,9,1,Algeria,Algiers,1821-06-20,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,10,2,10,1,Algeria,Algiers,1821-06-21,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,11,2,11,1,Algeria,Algiers,1821-06-22,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,12,2,12,1,Algeria,Algiers,1821-06-23,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,13,2,13,1,Algeria,Algiers,1821-06-24,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,14,2,14,1,Algeria,Algiers,1821-06-25,1,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,15,2,15,1,Algeria,Algiers,1821-06-26,8,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,16,2,16,1,Algeria,Algiers,1821-06-27,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,17,2,17,1,Algeria,Algiers,1821-06-28,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,18,2,18,1,Algeria,Algiers,1821-06-29,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,19,2,19,1,Algeria,Algiers,1821-06-30,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,20,2,20,1,Algeria,Algiers,1821-07-01,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,21,2,21,1,Algeria,Algiers,1821-07-02,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,22,2,22,1,Algeria,Algiers,1821-07-03,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,23,2,23,1,Algeria,Algiers,1821-07-04,5,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,24,2,24,1,Algeria,Algiers,1821-07-05,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,25,2,25,1,Algeria,Algiers,1821-07-06,6,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,26,2,26,1,Algeria,Algiers,1821-07-07,3,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,27,2,27,1,Algeria,Algiers,1821-07-08,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,28,2,28,1,Algeria,Algiers,1821-07-09,3,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,29,2,29,1,Algeria,Algiers,1821-07-10,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,30,2,30,1,Algeria,Algiers,1821-07-11,,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,31,2,31,1,Algeria,Algiers,1821-07-12,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,32,2,32,1,Algeria,Algiers,1821-07-13,6,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,33,2,33,1,Algeria,Algiers,1821-07-14,8,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,34,2,34,1,Algeria,Algiers,1821-07-15,10,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,35,2,35,1,Algeria,Algiers,1821-07-16,11,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,36,2,36,1,Algeria,Algiers,1821-07-17,5,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,37,2,37,1,Algeria,Algiers,1821-07-18,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,38,2,38,1,Algeria,Algiers,1821-07-19,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,39,2,39,1,Algeria,Algiers,1821-07-20,9,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,40,2,40,1,Algeria,Algiers,1821-07-21,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,41,2,41,1,Algeria,Algiers,1821-07-22,11,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,42,2,42,1,Algeria,Algiers,1821-07-23,10,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,43,2,43,1,Algeria,Algiers,1821-07-24,8,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,44,2,44,1,Algeria,Algiers,1821-07-25,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,45,2,45,1,Algeria,Algiers,1821-07-26,6,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,46,2,46,1,Algeria,Algiers,1821-07-27,13,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,47,2,47,1,Algeria,Algiers,1821-07-28,11,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,48,2,48,1,Algeria,Algiers,1821-07-29,8,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,49,2,49,1,Algeria,Algiers,1821-07-30,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,50,2,50,1,Algeria,Algiers,1821-07-31,1,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,51,2,51,1,Algeria,Algiers,1821-08-01,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,52,2,52,1,Algeria,Algiers,1821-08-02,8,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,53,2,53,1,Algeria,Algiers,1821-08-03,12,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,54,2,54,1,Algeria,Algiers,1821-08-04,10,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,55,2,55,1,Algeria,Algiers,1821-08-05,11,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,56,2,56,1,Algeria,Algiers,1821-08-06,15,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,57,2,57,1,Algeria,Algiers,1821-08-07,11,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,58,2,58,1,Algeria,Algiers,1821-08-08,9,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,59,2,59,1,Algeria,Algiers,1821-08-09,5,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,60,2,60,1,Algeria,Algiers,1821-08-10,7,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,61,2,61,1,Algeria,Algiers,1821-08-11,10,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,62,2,62,1,Algeria,Algiers,1821-08-12,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,63,2,63,1,Algeria,Algiers,1821-08-13,5,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,64,2,64,1,Algeria,Algiers,1821-08-14,4,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,65,2,65,1,Algeria,Algiers,1821-08-15,3,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
10,66,2,66,1,Algeria,Algiers,1821-08-16,3,1821,,plague mortality,daily,gregorian,table,counts,36.7525,3.04197,100000,yes,Guyon 1855
